Id,y
50100,1.8535333
50101,2.2968376
50102,1.7664812
50103,2.5131893
50104,1.7553855
50105,1.513466
50106,2.0783432
50107,2.3263378
50108,1.8200488
50109,1.8054609
50110,1.2155801
50111,1.7021967
50112,1.6631999
50113,1.5265348
50114,1.7489253
50115,2.030725
50116,1.5985292
50117,1.8263168
50118,2.0766594
50119,1.7152491
50120,2.0719037
50121,2.100635
50122,0.95464265
50123,1.9981
50124,1.616744
50125,1.8036909
50126,1.6915663
50127,1.965528
50128,1.5985619
50129,1.9722972
50130,1.9996346
50131,2.1307485
50132,1.6338636
50133,1.6009566
50134,1.7929976
50135,2.1117945
50136,1.7804269
50137,1.9760859
50138,1.7260462
50139,1.8551419
50140,1.903731
50141,2.4674034
50142,1.8485518
50143,1.5058223
50144,1.7566117
50145,2.13956
50146,1.5274146
50147,2.2253337
50148,1.8788131
50149,1.7358348
50150,1.716375
50151,1.6185606
50152,1.6505936
50153,2.053868
50154,1.6009059
50155,2.2945042
50156,2.2399678
50157,1.1449296
50158,1.9886218
50159,1.3179866
50160,1.6619222
50161,2.2379947
50162,2.433488
50163,2.1604347
50164,1.8113418
50165,1.3990188
50166,1.4800265
50167,1.8217568
50168,1.7356682
50169,1.2735987
50170,1.8656596
50171,2.203076
50172,1.3565485
50173,2.0285149
50174,1.9261725
50175,1.5520071
50176,2.682493
50177,2.2506347
50178,2.3172202
50179,1.9621527
50180,2.3591185
50181,1.6272004
50182,2.1152017
50183,1.6503987
50184,2.397807
50185,1.5747445
50186,2.2242298
50187,2.4040058
50188,2.2413275
50189,2.1884413
50190,2.6240728
50191,2.329431
50192,2.050001
50193,2.2371612
50194,1.860281
50195,1.8134139
50196,2.1141334
50197,1.9255979
50198,2.0494208
50199,2.4034863
50200,1.834162
50201,2.6351745
50202,1.6534479
50203,1.6610587
50204,1.6600415
50205,1.4297185
50206,1.8940067
50207,2.0522137
50208,1.8579905
50209,1.6387236
50210,1.9993441
50211,1.3473991
50212,2.0073931
50213,2.3131957
50214,1.7032899
50215,1.336235
50216,1.5131239
50217,1.6395347
50218,1.8186015
50219,2.082427
50220,2.7021153
50221,2.2187428
50222,2.1255002
50223,1.7869724
50224,1.6957535
50225,2.2196856
50226,1.7393944
50227,2.2998867
50228,1.7247025
50229,2.1745775
50230,1.7116911
50231,1.6940235
50232,2.142846
50233,2.3017104
50234,1.8305225
50235,1.3205292
50236,1.4914784
50237,1.7238762
50238,1.8452504
50239,2.1354764
50240,1.9840384
50241,1.4317459
50242,2.184622
50243,1.8796107
50244,1.370949
50245,1.804496
50246,2.202884
50247,1.1803184
50248,2.7648745
50249,2.1644099
50250,2.1021824
50251,1.7593074
50252,2.3053226
50253,2.0032148
50254,1.6777034
50255,1.6753414
50256,2.1515954
50257,1.944386
50258,1.6808405
50259,2.0821154
50260,0.97040343
50261,2.1322267
50262,1.6861154
50263,1.8935217
50264,1.4850177
50265,1.8873432
50266,1.7005966
50267,2.403534
50268,1.7929573
50269,1.7432923
50270,2.4306738
50271,2.0625248
50272,2.1235368
50273,2.238443
50274,1.8879036
50275,1.3216488
50276,2.081944
50277,1.7886262
50278,1.4112704
50279,1.8632984
50280,1.9889672
50281,1.5646062
50282,2.1705794
50283,2.0394077
50284,1.7953717
50285,1.6700888
50286,1.9302853
50287,2.4542503
50288,2.385419
50289,1.5833118
50290,2.118876
50291,2.3819537
50292,1.6286138
50293,2.4038544
50294,1.6151862
50295,1.758957
50296,2.6694627
50297,1.8890077
50298,2.0936453
50299,2.223203
50300,1.7225547
50301,1.9154336
50302,2.3438208
50303,2.1365366
50304,1.8399391
50305,1.1868143
50306,1.339329
50307,2.025741
50308,2.0591226
50309,1.1762091
50310,2.3329027
50311,1.9310768
50312,2.2897139
50313,2.11884
50314,1.5208929
50315,1.9182708
50316,1.5676144
50317,1.4333999
50318,2.16929
50319,1.9347422
50320,2.1434965
50321,2.053865
50322,2.4811497
50323,1.3066491
50324,1.7725424
50325,1.881678
50326,2.002845
50327,1.88551
50328,1.755364
50329,1.7332764
50330,1.9368567
50331,1.9403925
50332,1.3491926
50333,1.7339753
50334,1.6294699
50335,1.8947074
50336,2.084967
50337,1.407867
50338,1.9849128
50339,1.7611679
50340,1.8320771
50341,1.4765743
50342,2.0536788
50343,1.3345065
50344,1.7710367
50345,2.0702584
50346,1.2649753
50347,2.3200946
50348,2.2266576
50349,1.3022887
50350,2.245382
50351,1.8204746
50352,1.6816008
50353,1.4760913
50354,1.4330914
50355,1.5846274
50356,2.128947
50357,2.0247765
50358,2.0215247
50359,1.7047201
50360,1.9116957
50361,1.7945256
50362,1.9605616
50363,1.6612487
50364,1.8535405
50365,1.4422634
50366,2.217463
50367,1.6572328
50368,2.3265796
50369,2.4972134
50370,2.5670276
50371,2.177073
50372,1.9806854
50373,1.8404014
50374,1.7552791
50375,1.8413053
50376,2.0636077
50377,1.4328053
50378,1.9636372
50379,1.6460223
50380,1.9830046
50381,1.9976183
50382,2.3007164
50383,2.0894148
50384,1.9804461
50385,1.8914405
50386,1.3296151
50387,2.1128585
50388,1.5731444
50389,2.3277695
50390,1.4539723
50391,2.1694274
50392,1.8053427
50393,1.6497012
50394,1.5992672
50395,1.9370339
50396,2.2113278
50397,1.8463967
50398,1.4443911
50399,1.7528418
50400,2.2273529
50401,1.3934157
50402,1.5602179
50403,1.942725
50404,1.8082151
50405,2.1640866
50406,2.308663
50407,2.1922617
50408,2.1212535
50409,1.5648472
50410,1.6863254
50411,1.8718896
50412,2.264204
50413,1.8154435
50414,1.5917424
50415,1.526474
50416,1.4930387
50417,1.6036034
50418,1.8184073
50419,1.8178765
50420,1.8753734
50421,2.1948733
50422,1.8449953
50423,2.4701953
50424,1.5568993
50425,1.8721106
50426,1.8860247
50427,2.0877438
50428,2.3059754
50429,2.1425223
50430,2.0789561
50431,1.9728467
50432,1.7906146
50433,1.5418432
50434,2.098876
50435,2.2519164
50436,1.9050848
50437,1.9805593
50438,1.3721856
50439,1.7130859
50440,1.4475505
50441,2.348708
50442,2.503677
50443,1.6244879
50444,1.73089
50445,1.396146
50446,1.7922552
50447,1.4953945
50448,1.4851894
50449,2.269035
50450,2.0018153
50451,2.370224
50452,2.2493165
50453,2.1959782
50454,2.2494614
50455,1.985939
50456,1.6714753
50457,1.3108866
50458,1.8369482
50459,1.6516404
50460,2.075857
50461,1.6696227
50462,2.1391172
50463,1.9882584
50464,1.6052454
50465,1.2374852
50466,1.1843188
50467,2.353267
50468,2.1104245
50469,1.7186763
50470,1.4538465
50471,1.9063625
50472,1.8865583
50473,1.5433967
50474,1.6929413
50475,1.663859
50476,1.4237792
50477,2.1872394
50478,2.1415443
