Id,y
50100,1.9079833
50101,2.1080081
50102,1.6881285
50103,2.310126
50104,1.6513265
50105,1.6274346
50106,2.0208964
50107,2.1349037
50108,2.032865
50109,1.8844919
50110,1.4314606
50111,1.8006238
50112,1.9264255
50113,1.8558877
50114,1.9030554
50115,2.0094726
50116,1.9256741
50117,2.055543
50118,1.9428313
50119,1.7446178
50120,2.1311777
50121,2.0023131
50122,1.1200583
50123,2.0159798
50124,1.6250103
50125,1.670294
50126,1.871906
50127,1.988079
50128,1.6050909
50129,1.7375045
50130,2.0187836
50131,1.7952783
50132,1.7872367
50133,2.0290906
50134,1.9090357
50135,2.0851073
50136,1.7695334
50137,1.7422423
50138,1.8243241
50139,1.942366
50140,1.7871639
50141,2.1377344
50142,1.6844203
50143,1.8147829
50144,1.7736162
50145,2.0894225
50146,1.9546696
50147,2.060511
50148,1.9698378
50149,1.7423371
50150,1.8232719
50151,1.775092
50152,2.0056744
50153,2.106344
50154,1.3452753
50155,2.192218
50156,2.27735
50157,1.5334065
50158,1.8422571
50159,1.196943
50160,1.6438147
50161,2.1618834
50162,2.2833061
50163,2.0650365
50164,1.6920846
50165,1.6037742
50166,1.6439128
50167,1.9056997
50168,1.571966
50169,1.4680462
50170,1.7658386
50171,2.0031219
50172,1.8433152
50173,2.0469763
50174,2.0074837
50175,1.096129
50176,2.1540804
50177,2.0632856
50178,2.0145004
50179,2.0585532
50180,2.1580222
50181,1.33667
50182,1.9845958
50183,1.7812012
50184,2.009398
50185,1.5244285
50186,2.0093894
50187,2.1956036
50188,2.2056413
50189,1.8726301
50190,2.1796923
50191,2.2405643
50192,2.0879333
50193,2.2890499
50194,1.7420148
50195,1.6770157
50196,1.915984
50197,1.9046178
50198,2.0734138
50199,2.0232067
50200,1.7061217
50201,2.2232363
50202,1.4383372
50203,1.5961076
50204,1.5732605
50205,1.2382923
50206,2.2168612
50207,1.9996148
50208,1.6118124
50209,1.1729503
50210,1.7461959
50211,1.2562572
50212,1.8592787
50213,2.1170602
50214,1.7289615
50215,1.6210189
50216,1.3760811
50217,1.7473514
50218,1.8512695
50219,2.0427554
50220,2.306097
50221,2.171621
50222,2.2449877
50223,2.094143
50224,0.99128515
50225,2.1438947
50226,1.683684
50227,2.1364958
50228,1.674728
50229,2.1321974
50230,1.8003278
50231,1.8575728
50232,2.1859848
50233,1.797409
50234,2.0200276
50235,1.723475
50236,1.4878762
50237,1.8972887
50238,1.9043107
50239,1.8734369
50240,1.6424202
50241,1.1089888
50242,2.0300505
50243,2.0746691
50244,1.5028306
50245,1.7996145
50246,2.0367856
50247,1.5789006
50248,2.1971319
50249,1.9133825
50250,1.8786021
50251,2.0659103
50252,1.7785208
50253,2.1988404
50254,2.015873
50255,1.8180771
50256,1.9542904
50257,1.8866456
50258,1.9600773
50259,1.7305057
50260,1.3010693
50261,1.6010951
50262,1.8734379
50263,1.6969622
50264,1.3632145
50265,1.957319
50266,1.9315588
50267,2.242481
50268,1.7927266
50269,1.8861605
50270,2.1093156
50271,2.0777352
50272,2.2843099
50273,2.1027532
50274,1.9062029
50275,1.731632
50276,1.799172
50277,2.0727155
50278,1.467747
50279,1.5048976
50280,2.2108114
50281,1.4760196
50282,2.2225177
50283,2.0681572
50284,1.9474654
50285,1.4589298
50286,1.9402946
50287,2.0859253
50288,2.1747508
50289,1.7200727
50290,2.1974962
50291,2.1919174
50292,1.9766349
50293,2.1278553
50294,1.9899608
50295,1.6447155
50296,2.1845899
50297,1.4711219
50298,1.9695556
50299,2.1127453
50300,1.9090648
50301,1.6501875
50302,2.2575057
50303,2.0429602
50304,1.9981438
50305,1.0843031
50306,1.3149962
50307,1.7466882
50308,1.7167506
50309,1.4564053
50310,2.0246372
50311,1.9977695
50312,2.1065478
50313,2.2377143
50314,1.765402
50315,1.7875022
50316,1.7136503
50317,1.714459
50318,1.865428
50319,1.940056
50320,2.1050496
50321,2.0601816
50322,2.2075531
50323,1.6591728
50324,1.8782284
50325,2.1269019
50326,2.0440388
50327,2.0613809
50328,1.9013166
50329,1.9387326
50330,1.9380368
50331,1.8236821
50332,1.8625482
50333,1.572043
50334,1.4537268
50335,1.6667265
50336,1.9919561
50337,1.3520525
50338,1.7712499
50339,2.0230167
50340,1.6829515
50341,1.8479518
50342,2.039115
50343,1.4291642
50344,1.9917974
50345,1.9255745
50346,1.4405018
50347,1.8958421
50348,1.884695
50349,1.3883934
50350,2.1706612
50351,1.84006
50352,1.8588874
50353,1.6342885
50354,1.6586837
50355,1.7433589
50356,2.1061
50357,2.0638685
50358,2.0548332
50359,1.5710009
50360,1.8524894
50361,2.0823092
50362,1.9284681
50363,1.4963114
50364,1.9150335
50365,1.6951321
50366,2.0557737
50367,1.9424485
50368,2.0153503
50369,2.112044
50370,2.0937986
50371,2.1265495
50372,2.0577898
50373,1.7669206
50374,1.9710768
50375,1.3354961
50376,2.042072
50377,1.5967783
50378,2.104539
50379,1.7428294
50380,1.962978
50381,1.3029379
50382,2.0741253
50383,1.9942782
50384,2.120507
50385,1.5432945
50386,1.3813404
50387,1.7713464
50388,1.6700878
50389,2.269455
50390,1.7682738
50391,2.2252755
50392,1.9423298
50393,2.0850973
50394,1.6002473
50395,1.6087762
50396,2.1025321
50397,1.777982
50398,1.6704191
50399,2.0766628
50400,1.9081373
50401,1.4333258
50402,1.59467
50403,2.108305
50404,2.0285916
50405,2.3242471
50406,2.2266102
50407,2.0985696
50408,2.2023592
50409,1.6489431
50410,1.6930451
50411,2.0354486
50412,2.1756802
50413,1.7174267
50414,1.9558566
50415,1.6006062
