Id,y
50100,1.898395
50101,1.9162396
50102,1.7855808
50103,2.3863435
50104,1.7617974
50105,1.503443
50106,1.932128
50107,1.9448836
50108,1.8757801
50109,1.8304863
50110,1.3305758
50111,1.7737683
50112,1.8267474
50113,1.8045474
50114,1.9191201
50115,2.058636
50116,1.8937588
50117,1.8176727
50118,2.0346446
50119,1.5499653
50120,2.092662
50121,1.8361974
50122,1.2608863
50123,1.9298725
50124,1.662663
50125,1.6300722
50126,1.8054829
50127,1.8186971
50128,1.7482524
50129,1.7573878
50130,2.0653903
50131,1.8122423
50132,1.8024372
50133,1.8629305
50134,1.8162266
50135,1.9648683
50136,1.7670503
50137,1.7006018
50138,1.8187462
50139,1.7947779
50140,1.8027039
50141,2.2549913
50142,1.734246
50143,1.781122
50144,1.7162316
50145,1.9053667
50146,1.8353196
50147,1.9618207
50148,1.9319605
50149,1.8037238
50150,1.8034028
50151,1.7973967
50152,1.8566924
50153,2.1481776
50154,1.3514886
50155,2.2350924
50156,2.3349998
50157,1.6763077
50158,1.6955726
50159,1.35389
50160,1.7178588
50161,2.1129704
50162,2.8921275
50163,1.9642783
50164,1.7396826
50165,1.6954973
50166,1.7529694
50167,1.831784
50168,1.555926
50169,1.2965704
50170,1.7335334
50171,2.4916348
50172,1.8070673
50173,2.16865
50174,1.8018942
50175,1.1794598
50176,2.615539
50177,2.0943432
50178,2.0739818
50179,1.9638298
50180,2.2166095
50181,1.3993281
50182,1.9102572
50183,1.5965853
50184,1.9447236
50185,1.3744209
50186,1.931953
50187,2.5015216
50188,2.3373706
50189,1.903314
50190,2.316384
50191,2.5662093
50192,2.297916
50193,2.6311135
50194,1.8040147
50195,1.7640387
50196,1.8046339
50197,1.8130846
50198,1.9847976
50199,1.9096926
50200,1.7885382
50201,2.4633853
50202,1.4327403
50203,1.3946391
50204,1.5729313
50205,1.3208611
50206,2.351634
50207,1.8177325
50208,1.6602378
50209,1.3492402
50210,1.792802
50211,1.5018585
50212,1.8184083
50213,1.8405888
50214,1.6805674
50215,1.7040654
50216,1.257417
50217,1.7186278
50218,1.9048834
50219,1.9341556
50220,3.002506
50221,2.3189967
50222,2.3735907
50223,1.9510005
50224,1.1596618
50225,2.2045975
50226,1.6527694
50227,2.121353
50228,1.7673495
50229,2.4010887
50230,1.7317402
50231,1.8075851
50232,2.144744
50233,1.9376521
50234,1.849372
50235,1.6798962
50236,1.5535183
50237,1.8367004
50238,1.804672
50239,1.904683
50240,1.44887
50241,1.3686683
50242,2.0238292
50243,1.89817
50244,1.5487158
50245,1.762995
50246,1.9179842
50247,1.6345786
50248,2.6495125
50249,2.1687057
50250,1.954616
50251,1.7992005
50252,1.7616093
50253,2.1624634
50254,1.9372602
50255,1.729806
50256,2.0888135
50257,1.8043617
50258,1.8844771
50259,1.7329999
50260,1.2640359
50261,1.7810123
50262,1.8258727
50263,1.63095
50264,1.4964411
50265,1.8887856
50266,1.7594582
50267,2.234664
50268,1.7784976
50269,1.8215394
50270,2.1078296
50271,2.166911
50272,2.4605
50273,1.9320066
50274,1.8622227
50275,1.6906685
50276,1.6493219
50277,1.9322307
50278,1.670467
50279,1.6536168
50280,2.2141721
50281,1.6235979
50282,2.1811943
50283,1.9600828
50284,1.8844423
50285,1.3320634
50286,1.9093426
50287,2.0098646
50288,2.1369855
50289,1.7869208
50290,2.270843
50291,2.6580548
50292,1.8229787
50293,1.9678528
50294,1.8459396
50295,1.7916126
50296,2.2795131
50297,1.6105143
50298,1.8558697
50299,2.2018864
50300,1.8203006
50301,1.5976486
50302,2.3576982
50303,1.9644
50304,1.8519846
50305,1.2336648
50306,1.3861159
50307,1.7674813
50308,1.8069152
50309,1.597969
50310,2.0530837
50311,1.8124243
50312,1.9740005
50313,2.4948897
50314,1.6244048
50315,1.8056586
50316,1.758954
50317,1.5873393
50318,1.8114812
50319,1.8253132
50320,1.8436605
50321,1.9387805
50322,2.4046166
50323,1.6895897
50324,1.8847768
50325,2.2046232
